reset,address,consumption,gym,timestamp,multiStepPredictions.actual,multiStepPredictions.1,multiStepPredictions.5,multiStepBestPredictions.actual,multiStepBestPredictions.1,multiStepBestPredictions.5,multiStepBestPredictions:multiStep:errorMetric='aae':steps=1:window=1000:field=consumption,prediction:trivial:errorMetric='aae':steps=5:window=1000:field=consumption,multiStepBestPredictions:multiStep:errorMetric='aae':steps=5:window=1000:field=consumption,prediction:trivial:errorMetric='aae':steps=1:window=1000:field=consumption
0,Shop 67 197-215 Condamine Street Balgowlah 2093,44.1,Balgowlah Platinum,2010-07-20 06:00:00,44.1,{41.05221184578464: 0.035762541208133027	 22.869999999999997: 0.032789776615832211	 37.41718699999999: 0.032162111613653892	 37.10872871062699: 0.037343248098395801	 44.090111175809994: 0.037049712058378773	 4.996355265544691: 0.12925165539703812	 4.70026058939284: 0.10593995957031659	 42.078159109999994: 0.049005467953738578},{5.032231094882482: 0.10786401172640325	 44.85024279999999: 0.050385488303131241	 22.308442727999996: 0.091116200727787255	 44.090111175809994: 0.069460072838401832	 45.87940669999999: 0.062320544389768466	 4.70026058939284: 0.069854445195521572	 42.078159109999994: 0.051343335194428998	 38.73707100333703: 0.048036433873927045},44.1,4.99635526554,5.03223109488,5.54270303106,15.8797235023,10.6409127636,5.82351598174
0,Shop 67 197-215 Condamine Street Balgowlah 2093,43.6,Balgowlah Platinum,2010-07-20 07:00:00,43.6,{41.05221184578464: 0.057955102376730759	 44.090111175809994: 0.079486193484979734	 39.29708024085996: 0.058356377954358461	 37.10872871062699: 0.05601986413659038	 39.92132481466179: 0.092203738578616454	 41.74541895944199: 0.063670633263395407	 42.87167324630989: 0.05682813428283786	 38.73707100333703: 0.085982518549810372},{5.032231094882482: 0.10234964420479083	 39.92132481466179: 0.062997956171759226	 37.10872871062699: 0.046588108957568625	 38.17537438924499: 0.061414783192523081	 41.74541895944199: 0.066407216597408975	 44.090111175809994: 0.088073534442517698	 4.70026058939284: 0.084224260604344708	 38.73707100333703: 0.073204527810634509},43.6,39.9213248147,5.03223109488,5.53845695397,15.932183908,10.7051124329,5.81138952164
0,Shop 67 197-215 Condamine Street Balgowlah 2093,41.0,Balgowlah Platinum,2010-07-20 08:00:00,41.0,{39.92132481466179: 0.098360474508508294	 44.09307782306699: 0.062111435060447952	 39.29708024085996: 0.072100997684476392	 37.10872871062699: 0.057664400541605453	 38.17537438924499: 0.053249652928320498	 41.74541895944199: 0.058951480016714145	 41.05221184578464: 0.061978450830038237	 38.73707100333703: 0.075409639632333533},{39.92132481466179: 0.084610486111187003	 44.85024279999999: 0.050993535857325092	 39.29708024085996: 0.051392913253728266	 38.17537438924499: 0.072137215053556983	 4.70026058939284: 0.082536231004520205	 4.992561766417737: 0.11517002161990796	 38.73707100333703: 0.051475287408061079	 41.05221184578464: 0.063277143565751454},41.0,39.9213248147,4.99256176642,5.52832108631,15.9782110092,10.7631452902,5.80409090909
0,Shop 67 197-215 Condamine Street Balgowlah 2093,43.4,Balgowlah Platinum,2010-07-20 09:00:00,43.4,{39.92132481466179: 0.094149164749153497	 44.09307782306699: 0.055803730151776178	 39.29708024085996: 0.066169148751199947	 44.69163933099999: 0.059753129887959992	 41.05221184578464: 0.059720334343510491	 41.74541895944199: 0.063939463534244442	 43.588351051320096: 0.057884618296252584	 38.73707100333703: 0.078917182235509198},{39.92132481466179: 0.07520439009447083	 44.85024279999999: 0.083464202456552977	 38.17537438924499: 0.044553032309176482	 44.69163933099999: 0.069263485039319658	 41.74541895944199: 0.073824698653392376	 44.090111175809994: 0.057401013580941684	 4.9947932364924155: 0.13838999548869801	 4.70026058939284: 0.088801237593892954},43.4,39.9213248147,4.99479323649,5.52367336318,16.0295194508,10.8263994355,5.79637188209
0,Shop 67 197-215 Condamine Street Balgowlah 2093,44.7,Balgowlah Platinum,2010-07-20 10:00:00,44.7,{46.54473499999999: 0.058380141930083486	 39.92132481466179: 0.085869161532627025	 44.09307782306699: 0.059390974786790826	 37.10872871062699: 0.058003046483058429	 44.69163933099999: 0.05752752621026884	 41.74541895944199: 0.063359827751636594	 41.03654829204925: 0.07277913865114613	 38.73707100333703: 0.062721793029897513},{49.187479999999994: 0.044388235524019236	 46.54473499999999: 0.065578613390979895	 22.869999999999997: 0.044756364691392478	 22.308442727999996: 0.089174626707323026	 44.69163933099999: 0.066214693080483417	 44.090111175809994: 0.044682073939233978	 4.996355265544691: 0.11382757946186964	 42.078159109999994: 0.059142181091507262},44.7,39.9213248147,4.99635526554,5.52198784694,16.0442922374,10.8923292193,5.78619909502
0,Shop 67 197-215 Condamine Street Balgowlah 2093,43.3,Balgowlah Platinum,2010-07-20 11:00:00,43.3,{46.54473499999999: 0.063298913295693621	 39.92132481466179: 0.08654041369552283	 44.09307782306699: 0.066256690489854372	 39.29708024085996: 0.051339655681814124	 42.87167324630989: 0.06808707626929017	 43.531845735924065: 0.081088840311931532	 38.73707100333703: 0.057684083100700681	 41.03654829204925: 0.07111867581542726},{39.92132481466179: 0.073519163093133791	 39.29708024085996: 0.062291193654585991	 37.10872871062699: 0.050067551555339727	 41.05221184578464: 0.06183414761783277	 44.090111175809994: 0.044779545795868916	 42.87167324630989: 0.05358817202629379	 43.583358644742994: 0.061411130785990045	 38.73707100333703: 0.077191920742557554},43.3,39.9213248147,38.7370710033,5.51714966937,16.0095671982,10.8779114511,5.7762979684
0,Shop 67 197-215 Condamine Street Balgowlah 2093,38.6,Balgowlah Platinum,2010-07-20 12:00:00,38.6,{39.92132481466179: 0.092837988703058483	 39.29708024085996: 0.059112321654073839	 37.10872871062699: 0.057750338831715799	 41.74541895944199: 0.055235750538814576	 44.69414753169999: 0.067168633484672585	 41.03654829204925: 0.081126397480918558	 38.73707100333703: 0.069248267948843437	 43.531845735924065: 0.060963318557671307},{39.92132481466179: 0.076554415621578359	 39.29708024085996: 0.062353225457699987	 37.10872871062699: 0.05372559209604913	 41.05221184578464: 0.061849712367692697	 41.74541895944199: 0.042625227445688689	 42.87167324630989: 0.051306412472086151	 4.996355265544691: 0.050234930805311669	 38.73707100333703: 0.075512124859034455},38.6,39.9213248147,39.9213248147,5.50769961339,15.9845454545,10.856191936,5.77387387387
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.1,Balgowlah Platinum,2010-07-20 13:00:00,40.1,{39.92132481466179: 0.10285124688081389	 39.29708024085996: 0.082578253883933209	 43.46229201514684: 0.064793434411043613	 37.10872871062699: 0.070499345143013994	 41.74541895944199: 0.050546676541866509	 44.69414753169999: 0.060784209468822827	 41.03654829204925: 0.06890937334134617	 38.73707100333703: 0.086800276142412897},{39.92132481466179: 0.076667712267309659	 39.29708024085996: 0.070797992833016243	 37.10872871062699: 0.058230361596434813	 41.05221184578464: 0.056462553542429551	 41.74541895944199: 0.040515168782264702	 42.87167324630989: 0.04479935441666591	 4.996355265544691: 0.049905399785540441	 38.73707100333703: 0.089467022094287946},40.1,39.9213248147,38.7370710033,5.4957242776,15.9503401361,10.8346652627,5.76426966292
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.7,Balgowlah Platinum,2010-07-20 14:00:00,40.7,{39.92132481466179: 0.091465166324671762	 38.695949702335916: 0.11678186853273785	 39.29708024085996: 0.079372279418650923	 43.46229201514684: 0.076442858102640052	 37.10872871062699: 0.055505273901921386	 41.74541895944199: 0.058250153993708802	 44.69414753169999: 0.055512306204255887	 41.03654829204925: 0.082903774172900707},{39.92132481466179: 0.089885989747359757	 39.29708024085996: 0.05270818000410879	 37.10872871062699: 0.056184307627922411	 42.87167324630989: 0.040968753264289635	 41.03654829204925: 0.056531274084136336	 4.996355265544691: 0.052304390107620259	 43.588351051320096: 0.043114167730152059	 38.73707100333703: 0.095666571985837667},40.7,38.6959497023,38.7370710033,5.48789541217,15.920361991,10.8145934612,5.75269058296
0,Shop 67 197-215 Condamine Street Balgowlah 2093,39.4,Balgowlah Platinum,2010-07-20 15:00:00,39.4,{38.695949702335916: 0.096903895447550417	 39.29708024085996: 0.072756992561810119	 43.46229201514684: 0.061884095019399302	 37.10872871062699: 0.063908919954651977	 41.74541895944199: 0.048000622547601748	 44.69414753169999: 0.063470847551287471	 39.974927370263245: 0.10725954056400684	 41.03654829204925: 0.063391893662833668},{39.92132481466179: 0.075103141053502034	 39.29708024085996: 0.04902714022578928	 37.10872871062699: 0.051994320177661833	 44.69163933099999: 0.054016857448773284	 42.87167324630989: 0.041681513300205988	 41.03654829204925: 0.039857632477045699	 4.996355265544691: 0.054720775211370747	 38.73707100333703: 0.099035497178054072},39.4,39.9749273703,38.7370710033,5.47690443221,15.8963882619,10.7916777401,5.74272930649
0,Shop 67 197-215 Condamine Street Balgowlah 2093,39.2,Balgowlah Platinum,2010-07-20 16:00:00,39.2,{38.695949702335916: 0.099044402308731447	 39.29708024085996: 0.074365119408674962	 43.46229201514684: 0.061900692081486242	 37.10872871062699: 0.050159229387351657	 41.74541895944199: 0.051563492007186823	 44.69414753169999: 0.061803657884349314	 39.974927370263245: 0.1125097240832984	 41.03654829204925: 0.066132308158218717},{39.92132481466179: 0.10063367478388915	 39.29708024085996: 0.059872464936061111	 37.10872871062699: 0.051981796846556662	 42.87167324630989: 0.042680598576011024	 41.03654829204925: 0.053134002231271689	 4.996355265544691: 0.04593863598126087	 38.73707100333703: 0.086961834531895113	 43.531845735924065: 0.039521050959412454},39.2,39.9749273703,39.9213248147,5.4664089477,15.8698198198,10.768996765,5.73035714286
0,Shop 67 197-215 Condamine Street Balgowlah 2093,42.0,Balgowlah Platinum,2010-07-20 17:00:00,42.0,{38.695949702335916: 0.08237954298700946	 43.46229201514684: 0.059200935037030535	 41.74541895944199: 0.054388244521600126	 39.974927370263245: 0.11024549602346488	 40.58076522551249: 0.056735063115887455	 44.69414753169999: 0.057316749807053549	 39.32795616860197: 0.077998255485338078	 41.03654829204925: 0.065542282565185045},{39.92132481466179: 0.08500367983628053	 39.29708024085996: 0.042474557592578364	 37.10872871062699: 0.040460652549775218	 41.74541895944199: 0.04036079118809633	 40.52966460787499: 0.049187788847811408	 42.87167324630989: 0.048655680409443125	 4.996355265544691: 0.066948921722119747	 38.73707100333703: 0.063215073639201813},42.0,39.9749273703,39.9213248147,5.45874450156,15.8417977528,10.7494679525,5.72383073497
0,Shop 67 197-215 Condamine Street Balgowlah 2093,41.6,Balgowlah Platinum,2010-07-20 18:00:00,41.6,{38.695949702335916: 0.088176625721366073	 43.46229201514684: 0.056967561803824451	 37.10872871062699: 0.051424522739480311	 39.28956931802138: 0.083335092835476077	 39.974927370263245: 0.097247265129347726	 40.58076522551249: 0.055302917393837546	 44.69414753169999: 0.053775613317979108	 41.03654829204925: 0.06519010995123152},{39.92132481466179: 0.075418201011023075	 38.695949702335916: 0.067184626215880672	 39.29708024085996: 0.034927609121947562	 37.10872871062699: 0.039590316797531243	 40.52966460787499: 0.073367047453810189	 42.87167324630989: 0.046129207199679827	 41.03654829204925: 0.03889299386713272	 4.996355265544691: 0.065269005176261233},41.6,39.9749273703,39.9213248147,5.45022523073,15.8096412556,10.7291298521,5.712
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.8,Balgowlah Platinum,2010-07-20 19:00:00,40.8,{38.695949702335916: 0.076573682673084273	 43.46229201514684: 0.075275162157459538	 39.28956931802138: 0.07579030861372886	 44.69414753169999: 0.051896203131353659	 40.58076522551249: 0.050692968251093137	 39.974927370263245: 0.093723931230242585	 41.821793271609394: 0.066192147401188783	 41.03654829204925: 0.066073092612692036},{38.695949702335916: 0.064532351879744917	 39.29708024085996: 0.03844198415146699	 43.46229201514684: 0.03862634645875241	 37.10872871062699: 0.043158806019601682	 39.974927370263245: 0.081204267603052396	 40.52966460787499: 0.041296523927408298	 41.03654829204925: 0.037466185649160606	 4.996355265544691: 0.067004671352902986},40.8,39.9749273703,39.9749273703,5.43996990346,15.7744966443,10.7069731245,5.70110864745
0,Shop 67 197-215 Condamine Street Balgowlah 2093,38.3,Balgowlah Platinum,2010-07-20 20:00:00,38.3,{38.695949702335916: 0.077599788698757638	 43.46229201514684: 0.068418473602598354	 37.10872871062699: 0.054821567607148368	 39.28956931802138: 0.073327927586998312	 39.974927370263245: 0.10302488873274082	 40.58076522551249: 0.047746480116602881	 41.75525529012657: 0.071048891929325078	 41.03654829204925: 0.062718982194259851},{38.695949702335916: 0.064015703353101139	 37.10872871062699: 0.039298195395054331	 41.74541895944199: 0.038548585388450643	 39.974927370263245: 0.079546854892355676	 40.58076522551249: 0.050196730989079244	 42.87167324630989: 0.040067711329499003	 41.03654829204925: 0.034288324135975559	 4.996355265544691: 0.080628230379143601},38.3,39.9749273703,4.99635526554,5.43164016334,15.7417410714,10.7574121236,5.69402654867
0,Shop 67 197-215 Condamine Street Balgowlah 2093,31.8,Balgowlah Platinum,2010-07-20 21:00:00,31.8,{38.695949702335916: 0.082493279001095446	 43.46229201514684: 0.05535634195864924	 39.28956931802138: 0.091168556330365844	 44.69414753169999: 0.052386119086237658	 41.75525529012657: 0.075289398253686163	 39.974927370263245: 0.098275542325848203	 40.64653565785874: 0.055521768595945084	 41.03654829204925: 0.060278172720028951},{38.695949702335916: 0.054404314659600363	 37.10872871062699: 0.043669369583465553	 39.974927370263245: 0.067319066872482278	 40.58076522551249: 0.042700173413820715	 42.87167324630989: 0.035712051914732229	 41.03654829204925: 0.034931772366710558	 4.996355265544691: 0.099482636636502086	 39.32795616860197: 0.040497801737589982},31.8,39.9749273703,4.99635526554,5.43769598499,15.7231625835,10.7931498355,5.69580573951
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.2,Balgowlah Platinum,2010-07-20 22:00:00,5.2,{38.695949702335916: 0.053668463994258647	 43.46229201514684: 0.039584583060970582	 37.10872871062699: 0.041217664635504442	 39.28956931802138: 0.0571148274522724	 39.974927370263245: 0.077754738428082837	 41.75525529012657: 0.049982755823923156	 41.03654829204925: 0.038762815421694623	 4.996355265544691: 0.087363795626682117},{38.695949702335916: 0.062985308884607044	 37.10872871062699: 0.035330252401025469	 39.28956931802138: 0.050863106179609235	 39.974927370263245: 0.067744332407019395	 40.58076522551249: 0.045174272752720311	 42.87167324630989: 0.03194151405657062	 41.03654829204925: 0.034348610556433762	 4.996355265544691: 0.10753497232105218},5.2,4.99635526554,4.99635526554,5.42616723774,15.77,10.7696176019,5.74185022026
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.8,Balgowlah Platinum,2010-07-20 23:00:00,4.8,{22.275909909599996: 0.12571106503146406	 9.358999999999998: 0.03666282978053665	 22.869999999999997: 0.033337109041545875	 7.92: 0.025722970095468312	 21.88991: 0.033142213875778981	 4.70026058939284: 0.14432014118712252	 4.996355265544691: 0.23537152033468231	 10.7: 0.03908135851614488},{38.695949702335916: 0.060250182385763254	 37.10872871062699: 0.038894005922865356	 39.28956931802138: 0.056561914383500791	 39.974927370263245: 0.067841312949561153	 40.58076522551249: 0.040923524864917495	 41.03654829204925: 0.040195628610841222	 41.821793271609394: 0.035179961033854519	 4.996355265544691: 0.078735971704657612},4.8,4.99635526554,4.99635526554,5.41467314549,15.8166297118,10.7461735613,5.73010989011
0,Shop 67 197-215 Condamine Street Balgowlah 2093,9.2,Balgowlah Platinum,2010-07-21 00:00:00,9.2,{22.275909909599996: 0.10513592371999508	 38.695949702335916: 0.036220013015274798	 22.869999999999997: 0.039663303227863426	 5.057448685881283: 0.16562267554751425	 21.88991: 0.035450587825726194	 4.70026058939284: 0.19923418575629542	 17.682699999999997: 0.05941249383688961	 21.279999999999998: 0.034371711695035959},{38.695949702335916: 0.062126459397744312	 37.10872871062699: 0.039903588788396664	 39.28956931802138: 0.05747193070443897	 39.974927370263245: 0.078379751822503743	 40.58076522551249: 0.038797543514101349	 41.75525529012657: 0.051070354974317507	 41.03654829204925: 0.036013705740302507	 4.996355265544691: 0.08115795785800968},9.2,4.70026058939,4.99635526554,5.41266671187,15.8515486726,10.73169894,5.72719298246
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.6,Balgowlah Platinum,2010-07-21 01:00:00,4.6,{22.275909909599996: 0.043350737723896596	 44.09307782306699: 0.038737366058892816	 22.869999999999997: 0.037506019696247353	 37.10872871062699: 0.027167231764137118	 4.70026058939284: 0.10347877877860616	 4.980214080116898: 0.16306456127342556	 42.078159109999994: 0.042036886187258725	 18.829999999999995: 0.027252364687080272},{38.695949702335916: 0.059667919523906245	 37.10872871062699: 0.040537500087201889	 39.28956931802138: 0.053557904646114658	 39.974927370263245: 0.069164478244036154	 4.996355265544691: 0.079145914094345043	 41.75525529012657: 0.051770244392967464	 41.03654829204925: 0.033600934049498779	 40.64653565785874: 0.056791428289450406},4.6,4.98021408012,4.99635526554,5.4016547805,15.8909492274,10.7088836118,5.72472647702
0,Shop 67 197-215 Condamine Street Balgowlah 2093,15.7,Balgowlah Platinum,2010-07-21 02:00:00,15.7,{22.275909909599996: 0.11777207631452491	 21.88991: 0.040295501605449362	 22.869999999999997: 0.049480688984147973	 18.2: 0.026470659966505206	 15.14: 0.028184633480498704	 4.70026058939284: 0.20120559045833267	 19.991: 0.037121444116632464	 4.980214080116898: 0.18113806760284804},{22.275909909599996: 0.03754000111569513	 38.695949702335916: 0.043407651239093237	 4.70026058939284: 0.044657790538990716	 37.10872871062699: 0.039604870483013775	 39.28956931802138: 0.046715035835155828	 39.974927370263245: 0.055535314836439656	 41.75525529012657: 0.043654609743680337	 4.996355265544691: 0.14264991589086146},15.7,4.70026058939,4.99635526554,5.41387767271,15.8914096916,10.7088720724,5.7364628821
0,Shop 67 197-215 Condamine Street Balgowlah 2093,22.7,Balgowlah Platinum,2010-07-21 03:00:00,22.7,{22.275909909599996: 0.091746323937058977	 22.869999999999997: 0.031034187778786044	 4.670182412574988: 0.16972485278088265	 7.92: 0.02078046415962722	 21.88991: 0.024269525995480608	 19.991: 0.020062420926963382	 4.980214080116898: 0.2676379240596769	 9.3113: 0.025755630760210223},{44.09307782306699: 0.049612015384355557	 44.85024279999999: 0.054191511673979995	 43.46229201514684: 0.051579179144299228	 4.70026058939284: 0.10163281374394877	 39.974927370263245: 0.063725845797855063	 41.75525529012657: 0.047796880598409128	 41.03654829204925: 0.060413596685808382	 4.996355265544691: 0.16618418952276121},22.7,4.98021408012,4.99635526554,5.44068793033,15.8949450549,10.7242451991,5.73921568627
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.9,Balgowlah Platinum,2010-07-21 04:00:00,4.9,{22.275909909599996: 0.059376446726261287	 44.09307782306699: 0.043614374484888883	 6.029999999999999: 0.02545382512659719	 22.869999999999997: 0.034117363413041626	 4.670182412574988: 0.19950407046389476	 19.991: 0.02623170378424684	 4.980214080116898: 0.19349816607891349	 13.952999999999996: 0.059905057752616897},{38.695949702335916: 0.048653476913997892	 44.09307782306699: 0.045298572089055147	 6.029999999999999: 0.036837457129307312	 37.10872871062699: 0.043835231389531104	 5.057448685881283: 0.18254110229101325	 4.70026058939284: 0.10167699811326976	 36.4743: 0.044979544026597575	 45.87940669999999: 0.04109144781598021},4.9,4.67018241257,5.05744868588,5.42935995132,15.8603070175,10.7010723997,5.76543478261
0,Shop 67 197-215 Condamine Street Balgowlah 2093,21.4,Balgowlah Platinum,2010-07-21 05:00:00,21.4,{22.869999999999997: 0.047487057555950951	 11.7173: 0.034835464316471595	 18.2: 0.02757152853215622	 22.403136936719996: 0.16457279784537529	 4.670182412574988: 0.13901491211853148	 19.991: 0.02746716967696115	 4.980214080116898: 0.24309083981019453	 9.3113: 0.028709364946860088},{22.275909909599996: 0.1042328979753796	 46.54473499999999: 0.040198229915247949	 44.09307782306699: 0.048421252206681226	 44.85024279999999: 0.04090507600943509	 44.69414753169999: 0.0654194471740423	 4.70026058939284: 0.045472035204128673	 4.980214080116898: 0.12920019579382713	 42.078159109999994: 0.051977659020174906},21.4,4.98021408012,4.98021408012,5.45320035473,15.852297593,10.7135859961,5.78872017354
0,Shop 67 197-215 Condamine Street Balgowlah 2093,41.6,Balgowlah Platinum,2010-07-21 06:00:00,41.6,{44.09307782306699: 0.10955543512739047	 44.85024279999999: 0.037939421442206404	 22.869999999999997: 0.03934122873201764	 4.9561498560818285: 0.28855530593382767	 4.670182412574988: 0.14969248141547675	 13.952999999999996: 0.10359647343726028	 42.078159109999994: 0.046438816988601687	 20.689999999999998: 0.036542306234464327},{38.695949702335916: 0.052745153178207257	 44.09307782306699: 0.056689892187428009	 44.85024279999999: 0.0554368693778109	 44.69414753169999: 0.062317540904132343	 4.70026058939284: 0.10976428965600113	 42.87167324630989: 0.042001081525845634	 39.974927370263245: 0.055230172442687547	 4.980214080116898: 0.12833050880867991},41.6,4.95614985608,4.98021408012,5.52071258371,15.8984716157,10.7701497514,5.81991341991
0,Shop 67 197-215 Condamine Street Balgowlah 2093,43.2,Balgowlah Platinum,2010-07-21 07:00:00,43.2,{38.695949702335916: 0.07194448672381891	 44.09307782306699: 0.058441772231641674	 43.46229201514684: 0.052136694840571929	 37.10872871062699: 0.05842812009143275	 39.28956931802138: 0.051232909791897437	 39.974927370263245: 0.10811822776797109	 41.75525529012657: 0.060282809277678456	 42.87167324630989: 0.068014890415852722},{22.275909909599996: 0.044655274092421093	 44.09307782306699: 0.061314111999340115	 43.46229201514684: 0.044308515490249882	 39.974927370263245: 0.056820043419882435	 4.670182412574988: 0.07625902941624281	 41.75525529012657: 0.04712522162921845	 41.03654829204925: 0.046184979925250808	 4.980214080116898: 0.14068150566819099},43.2,39.9749273703,4.98021408012,5.51575439806,15.9237472767,10.8299528803,5.81079913607
0,Shop 67 197-215 Condamine Street Balgowlah 2093,39.3,Balgowlah Platinum,2010-07-21 08:00:00,39.3,{38.695949702335916: 0.060405038696116367	 44.09307782306699: 0.055534104475708092	 38.21276207247149: 0.06096379225793877	 39.28956931802138: 0.064570607560855572	 39.974927370263245: 0.11940532213455755	 41.708678703088594: 0.063519574922009478	 42.87167324630989: 0.058941522453433356	 41.03654829204925: 0.068137094199810344},{49.187479999999994: 0.057340890842920031	 22.275909909599996: 0.045051402963238389	 38.21276207247149: 0.072055867218175973	 39.28956931802138: 0.092848451070500382	 39.974927370263245: 0.056180070381208723	 4.670182412574988: 0.053344112863382198	 44.69414753169999: 0.060317575613148697	 4.980214080116898: 0.12150866787179693},39.3,39.9749273703,4.98021408012,5.50532158119,15.9252173913,10.8810177347,5.80668103448
0,Shop 67 197-215 Condamine Street Balgowlah 2093,49.4,Balgowlah Platinum,2010-07-21 09:00:00,49.4,{38.695949702335916: 0.067378164376180105	 38.21276207247149: 0.05484072040325555	 43.46229201514684: 0.064156002801988521	 39.28956931802138: 0.062817406915193816	 39.974927370263245: 0.10254789041965642	 41.708678703088594: 0.067160814393546237	 41.03654829204925: 0.064882703170355771	 42.97017127241692: 0.057828697994192511},{44.85024279999999: 0.079970238134174379	 43.46229201514684: 0.064115897701151323	 22.403136936719996: 0.056955363608665877	 39.974927370263245: 0.070474387172524786	 4.670182412574988: 0.076390594382024904	 41.75525529012657: 0.058832550832529286	 44.69414753169999: 0.056277736391079726	 4.980214080116898: 0.13226590763887142},49.4,39.9749273703,4.98021408012,5.51375115334,15.9872017354,10.9537699433,5.81591397849
0,Shop 67 197-215 Condamine Street Balgowlah 2093,44.1,Balgowlah Platinum,2010-07-21 10:00:00,44.1,{46.54473499999999: 0.075397790224027206	 44.09307782306699: 0.053670760818681044	 42.97017127241692: 0.068033217435864726	 44.69414753169999: 0.062703050846160707	 41.708678703088594: 0.077367418341736272	 39.29269852261496: 0.059120306976020755	 39.974927370263245: 0.092916778418398654	 41.03654829204925: 0.054998436820505051},{49.187479999999994: 0.11817041818697643	 44.85024279999999: 0.044453187407120558	 38.21276207247149: 0.12001276778119092	 4.9561498560818285: 0.070852580113637126	 39.28956931802138: 0.12910658654467261	 44.69414753169999: 0.13457556741957186	 22.403136936719996: 0.087364012984834177	 42.078159109999994: 0.075894430822540326},44.1,39.9749273703,44.6941475317,5.51077115651,16.0017316017,10.9313465182,5.81480686695
0,Shop 67 197-215 Condamine Street Balgowlah 2093,42.3,Balgowlah Platinum,2010-07-21 11:00:00,42.3,{44.09307782306699: 0.056468285093164886	 42.97017127241692: 0.067901498083360656	 37.10872871062699: 0.056634338508220826	 39.974927370263245: 0.10502183820713483	 41.708678703088594: 0.0600019729059936	 39.29269852261496: 0.063240050956902855	 41.03654829204925: 0.059656610561396921	 43.46229201514684: 0.065906477633010496},{38.695949702335916: 0.053813234861056124	 43.46229201514684: 0.046841502441996585	 4.9561498560818285: 0.084235867533414055	 39.28956931802138: 0.050272417165635311	 39.974927370263245: 0.068569512138877645	 42.87167324630989: 0.045014001794508748	 41.03654829204925: 0.046777308504570771	 37.10872871062699: 0.045431927649093193},42.3,39.9749273703,4.95614985608,5.50394953225,15.9686825054,10.9883929623,5.80620985011
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.2,Balgowlah Platinum,2010-07-21 12:00:00,40.2,{38.695949702335916: 0.057387646497935992	 38.21276207247149: 0.054473304548912131	 42.97017127241692: 0.073309158200345517	 39.974927370263245: 0.086504626134388488	 41.708678703088594: 0.067589420705653866	 39.29269852261496: 0.059956623367320085	 41.03654829204925: 0.073426884917137947	 44.09515447614689: 0.072125410038982762},{38.695949702335916: 0.06816458680140014	 37.10872871062699: 0.053404507402485514	 39.28956931802138: 0.070080535563011928	 39.974927370263245: 0.083059032296926766	 41.708678703088594: 0.048107235176168876	 42.87167324630989: 0.051808973944679641	 41.03654829204925: 0.060431656798364153	 4.9561498560818285: 0.06125787525843894},40.2,39.9749273703,39.9749273703,5.49266988075,15.9407327586,10.9651961513,5.79829059829
0,Shop 67 197-215 Condamine Street Balgowlah 2093,38.4,Balgowlah Platinum,2010-07-21 13:00:00,38.4,{38.695949702335916: 0.06827180586519635	 42.97017127241692: 0.060600173137513279	 37.10872871062699: 0.063118092949251733	 39.974927370263245: 0.11589925837331098	 41.708678703088594: 0.059924185415284791	 39.29269852261496: 0.078407636458273033	 41.03654829204925: 0.053685239109371952	 43.46229201514684: 0.047209800336922313},{38.695949702335916: 0.084207823772371057	 42.97017127241692: 0.047860981132107315	 4.9561498560818285: 0.061613816591326191	 39.28956931802138: 0.074191993421691235	 39.974927370263245: 0.086053905098222971	 41.708678703088594: 0.049649290363982544	 41.03654829204925: 0.051300482195450671	 37.10872871062699: 0.05451209630630427},38.4,39.9749273703,39.9749273703,5.48431648521,15.9083870968,10.9450020249,5.78976545842
0,Shop 67 197-215 Condamine Street Balgowlah 2093,41.0,Balgowlah Platinum,2010-07-21 14:00:00,41.0,{38.695949702335916: 0.089045307629172718	 40.04244915918427: 0.1079290942668011	 43.46229201514684: 0.061081744913862243	 44.69414753169999: 0.047666964254851514	 41.708678703088594: 0.069583358761454342	 39.29269852261496: 0.08539501731953282	 41.03654829204925: 0.060240730314693895	 40.64653565785874: 0.049689056602106159},{38.695949702335916: 0.095072759451483829	 43.46229201514684: 0.040193546723893019	 4.9561498560818285: 0.056634226974591688	 39.974927370263245: 0.10075979357018344	 41.708678703088594: 0.047238874342525425	 39.29269852261496: 0.056712692052403937	 41.03654829204925: 0.053629960435918972	 37.10872871062699: 0.052790086127442799},41.0,40.0424491592,39.9749273703,5.47468506894,15.8922746781,10.9237146227,5.7829787234
